X,Y,Concentrations,Migration_front,Vx,Vy,Q
55.0,375.0,1.2623734596555855e-53,0,-0.013242130036813626,0.015789761237565175,0.0
55.0,385.0,1.6374369494395228e-58,0,-0.012489969798039766,0.015616679926831894,0.0
65.0,5.0,0.0,0,0.0,-0.016330666167000095,0.0
65.0,15.0,0.0,0,-0.017144346224632782,-0.016314163764982476,0.0
65.0,25.0,0.0,0,-0.018177693294595197,-0.016239237899644467,0.0
65.0,35.0,0.0,0,-0.01927404272870191,-0.016095412197620194,0.0
65.0,45.0,0.0,0,-0.02043396097269496,-0.015870734836233014,0.0
65.0,55.0,0.0,0,-0.021656716229280757,-0.015551664647027159,0.0
65.0,65.0,0.0,0,-0.022939734566534083,-0.015123021042728474,0.0
65.0,75.0,0.0,0,-0.0242778693556646,-0.014568060230149353,0.0
65.0,85.0,0.0,0,-0.025662446881845394,-0.013868772561901322,0.0
65.0,95.0,0.0,0,-0.027080073620375008,-0.013006532590232779,0.0
65.0,105.0,0.0,0,-0.028511246434995176,-0.01196326305529263,0.0
65.0,115.0,0.0,0,-0.02992891250883492,-0.010723273074038957,0.0
65.0,125.0,0.0,0,-0.031297290569620106,-0.009275861537635922,0.0
65.0,135.0,0.0,0,-0.03257147100810957,-0.007618595746283185,0.0
65.0,145.0,0.0,0,-0.033698486034849116,-0.005760861635924474,0.0
65.0,155.0,0.0,0,-0.03462053512721225,-0.0037268869438082095,0.0
65.0,165.0,0.0,0,-0.035280683273910485,-0.0015571310157283052,0.0
65.0,175.0,0.0,0,-0.035630535927755225,0.0006930240386882394,0.0
65.0,185.0,0.0,0,-0.035638339102883096,0.0029577561747166662,0.0
65.0,195.0,0.0,0,-0.03529520709923882,0.005167885917919822,0.0
65.0,205.0,1.2200549775054784e-38,0,-0.03461736162599474,0.00725894199137282,0.0
65.0,215.0,6.479598716743752e-39,0,-0.03364352630262475,0.00917815673377173,0.0
65.0,225.0,6.229361222261837e-39,0,-0.032428363067338435,0.01088878326035167,0.0
65.0,235.0,9.583480467611384e-39,0,-0.03103409375071614,0.012371176023390704,0.0
65.0,245.0,2.068489074062028e-38,0,-0.029522624836143995,0.013621131546957157,0.0
65.0,255.0,5.772473629556932e-38,0,-0.02794973875050033,0.014646578891488973,0.0
65.0,265.0,1.969890179751078e-37,0,-0.026361849818475974,0.015463750263450956,0.0
65.0,275.0,7.748736059447648e-37,0,-0.024795000042515142,0.016093651588318252,0.0
65.0,285.0,3.3997193956945936e-36,0,-0.023275394421487516,0.01655925270077087,0.0
65.0,295.0,1.6529552963650763e-35,0,-0.021820764576573205,0.01688349670792114,0.0
65.0,305.0,8.852131806701844e-35,0,-0.020442021050674705,0.01708804047753225,0.0
65.0,315.0,5.187319155840465e-34,0,-0.01914486169664838,0.017192563082788187,0.0
65.0,325.0,3.3042281358624837e-33,0,-0.017931171650967435,0.017214473651080017,0.0
65.0,335.0,3.8379199090644684e-35,0,-0.01680016066307323,0.017168877069581708,0.0
65.0,345.0,7.293428975793263e-40,0,-0.01574924445544747,0.01706869175755076,0.0
65.0,355.0,1.3087795464915403e-44,0,-0.014774704191344188,0.01692484655807469,0.0
65.0,365.0,2.209914636793894e-49,0,-0.013872166070167467,0.016746509638197456,0.0
65.0,375.0,3.5015219666031643e-54,0,-0.013036941254861333,0.016541320856245142,0.0
65.0,385.0,5.194907829570719e-59,0,-0.012264260538674914,0.016315611596880334,0.0
75.0,5.0,0.0,0,0.0,-0.017302125314760306,0.0
75.0,15.0,0.0,0,-0.01709921297738335,-0.01734725856200973,0.0
75.0,25.0,0.0,0,-0.01818946981498822,-0.01733548204161669,0.0
75.0,35.0,0.0,0,-0.01935408725863597,-0.01725543751168271,0.0
75.0,45.0,0.0,0,-0.020595499495574793,-0.017093898988802814,0.0
75.0,55.0,0.0,0,-0.021915100870792334,-0.01683551434729127,0.0
75.0,65.0,0.0,0,-0.023312680751138952,-0.01646256816268634,0.0
75.0,75.0,0.0,0,-0.02478560678168089,-0.01595483073667009,0.0
75.0,85.0,0.0,0,-0.026327669293562533,-0.01528960832495294,0.0
75.0,95.0,0.0,0,-0.027927503063835697,-0.014442178881492268,0.0
75.0,105.0,0.0,0,-0.029566547335468846,-0.013386877981018598,0.0
75.0,115.0,0.0,0,-0.03121662844628405,-0.012099162043569358,0.0
75.0,125.0,0.0,0,-0.03283749512634712,-0.010558957486842404,0.0
75.0,135.0,0.0,0,-0.034375023862286906,-0.008755404632665102,0.0
75.0,145.0,0.0,0,-0.035761269617683465,-0.006692621049830716,0.0
75.0,155.0,0.0,0,-0.03691781796519786,-0.004395338211845169,0.0
75.0,165.0,0.0,0,-0.03776356081440867,-0.0019124606713469424,0.0
75.0,175.0,0.0,0,-0.03822666952923923,0.0006836729301370647,0.0
75.0,185.0,0.0,0,-0.03825833528448514,0.0033036691117390667,0.0
75.0,195.0,0.0,0,-0.03784391745268793,0.005852379465188165,0.0
75.0,205.0,7.466495452270123e-35,0,-0.03700711499725927,0.008242132836452766,0.0
75.0,215.0,3.989626189636434e-35,0,-0.03580531051625942,0.010403917050087325,0.0
75.0,225.0,4.1448624577677067e-35,0,-0.03431797985891928,0.012293533841668272,0.0
75.0,235.0,7.200780785147443e-35,0,-0.03263258994260196,0.013892030033554013,0.0
75.0,245.0,1.8031968224444238e-34,0,-0.030832372221102463,0.015201777418512414,0.0
75.0,255.0,6.015622422148441e-34,0,-0.028988417597615047,0.016240456265627277,0.0
75.0,265.0,2.528333887845221e-33,0,-0.027156320518977872,0.017034926966129165,0.0
75.0,275.0,1.2459303291577965e-32,0,-0.025376238055945487,0.017616164979559507,0.0
75.0,285.0,6.778759809368846e-32,0,-0.023674884976734388,0.01801565553480637,0.0
75.0,295.0,4.046689509599813e-31,0,-0.022068259807769365,0.01826315076600251,0.0
75.0,305.0,2.642196878697482e-30,0,-0.020564352777081726,0.018385482492409552,0.0
75.0,315.0,1.8772164448632206e-29,0,-0.019165476328424493,0.018406097124185665,0.0
75.0,325.0,2.5934081774028333e-31,0,-0.017870110351121227,0.018345035824339478,0.0
75.0,335.0,6.224520740902379e-36,0,-0.016674285190385368,0.018219160351651616,0.0
75.0,345.0,1.4010767984856999e-40,0,-0.015572577887511284,0.018042493783715412,0.0
75.0,355.0,2.947914739275338e-45,0,-0.01455880723221487,0.017826596824586094,0.0
75.0,365.0,5.783011034072594e-50,0,-0.013626504573093398,0.017580935327512065,0.0
75.0,375.0,1.0556890340300566e-54,0,-0.012769222693453125,0.017313216766103815,0.0
75.0,385.0,1.7907824861573217e-59,0,-0.011980730369160265,0.017029686596589176,0.0
85.0,5.0,0.0,0,0.0,-0.018320524403872315,0.0
85.0,15.0,0.0,0,-0.016982743632943657,-0.01843699374831191,0.0
85.0,25.0,0.0,0,-0.01812678025441222,-0.018499683308887946,0.0
85.0,35.0,0.0,0,-0.01935716854038339,-0.018496602027140523,0.0
85.0,45.0,0.0,0,-0.02067858829382861,-0.018413513228886715,0.0
85.0,55.0,0.0,0,-0.022095112794409094,-0.018233501305269913,0.0
85.0,65.0,0.0,0,-0.023609696492652217,-0.017936485563756713,0.0
85.0,75.0,0.0,0,-0.02522336186006766,-0.0174987304853699,0.0
85.0,85.0,0.0,0,-0.02693393286259181,-0.016892466916340682,0.0
85.0,95.0,0.0,0,-0.028734123138669486,-0.016085846841506865,0.0
85.0,105.0,0.0,0,-0.03060878234245289,-0.015043611834522783,0.0
85.0,115.0,0.0,0,-0.03253119735294425,-0.013729042927862659,0.0
85.0,125.0,0.0,0,-0.034458641162760935,-0.012107896891448835,0.0
85.0,135.0,0.0,0,-0.03632798519865596,-0.01015493555507976,0.0
85.0,145.0,0.0,0,-0.03805317300854731,-0.007863032164215918,0.0
85.0,155.0,0.0,0,-0.03952739235565564,-0.0052534577737581006,0.0
85.0,165.0,0.0,0,-0.040632980099255867,-0.0023840384889109146,0.0
85.0,175.0,0.0,0,-0.04126014864291459,0.0006494406247644043,0.0
85.0,185.0,0.0,0,-0.04133107155202392,0.0037221768923032432,0.0
85.0,195.0,0.0,0,-0.040820833014320435,0.006699092453935718,0.0
85.0,205.0,3.681160298497348e-31,0,-0.03976562130297557,0.009457598759651962,0.0
85.0,215.0,1.9726966358666726e-31,0,-0.03825388915376706,0.01190617739715968,0.0
85.0,225.0,2.211252515173713e-31,0,-0.03640481782487076,0.013993015363111115,0.0
85.0,235.0,4.362427057460089e-31,0,-0.0343437573570327,0.01570418277754189,0.0
85.0,245.0,1.2742184397253915e-30,0,-0.03218317767751596,0.01705498823395541,0.0
85.0,255.0,5.121270048368216e-30,0,-0.030012614030941888,0.0180791846672822,0.0
85.0,265.0,2.691488341294615e-29,0,-0.027896518398705644,0.018819382547009968,0.0
85.0,275.0,1.7200457892234393e-28,0,-0.025876963130669454,0.01932010762173396,0.0
85.0,285.0,1.2005163443959976e-27,0,-0.023978324607831884,0.019623547252831414,0.0
85.0,295.0,9.015025408189398e-27,0,-0.022212104688647257,0.01976739213370935,0.0
85.0,305.0,7.313861736244066e-26,0,-0.020581028226901228,0.019784067583528832,0.0
85.0,315.0,1.2297622077295865e-27,0,-0.019082183004007,0.019700774259111334,0.0
85.0,325.0,3.818299314567646e-32,0,-0.017709274329711595,0.019539938237701743,0.0
85.0,335.0,1.1006996294213411e-36,0,-0.016454171635904395,0.019319824683220712,0.0
85.0,345.0,2.939086226311962e-41,0,-0.015307931188693315,0.019055177984402722,0.0
